GoogleMapLink,Name,Rating,Price,Type,Address,Thumbnail
https://www.google.com/maps/place/%E9%9B%99%E9%86%AC%E5%92%96%E5%93%A9+-+%E6%96%B0%E5%B8%82%E5%BA%97/data=!4m7!3m6!1s0x346e77e609728ba7:0x10f1c18b9867e3eb!8m2!3d23.0740974!4d120.2892154!16s%2Fg%2F11qrht9mg2!19sChIJp4tyCeZ3bjQR6-NnmIvB8RA?authuser=0&hl=zh-TW&rclk=1,雙醬咖哩 - 新市店,4.5,$1-200,日式咖哩,銘傳街103巷1號,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwJxpmHGHAUx-npe_3to4g0M12mXzHun8lXRwQQqBseiBnUCsq25uFpZyRsCXNtuSPLOcMVC1kIAZREWaLUqnpgpmeDdYmFnm2FZ4KqpGvD_55YJG3TMgPNfi57ObHL5QPZBEjr0w=w122-h92-k-no
https://www.google.com/maps/place/YASIF+%E4%BA%9E%E5%B8%8C%E5%BC%97%E6%8B%BF%E6%B3%A2%E9%87%8C%E7%AA%AF%E7%83%A4%E6%8A%AB%E8%96%A9%EF%BC%8811%2F8%E6%98%9F%E6%9C%9F%E5%85%AD%E4%B8%8D%E7%87%9F%E6%A5%AD/data=!4m7!3m6!1s0x346e7b03303824fb:0x2ea0a297bb0883f2!8m2!3d23.0806298!4d120.2860222!16s%2Fg%2F11rjvvdc67!19sChIJ-yQ4MAN7bjQR8oMIu5eioC4?authuser=0&hl=zh-TW&rclk=1,YASIF 亞希弗拿波里窯烤披薩（11/8星期六不營業,4.8,$200-400,披薩外帶,富安路613號,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxWj_89RmlJ9eDoDPqsipZdqJYH0Hhh7KkQxAqQzw6K0_FJKsIII6f7Gha6Y-oPoi2d58jCKWPGqNAWkk5mYliDmiQ2ShFGY9r0F1XrtYpNtZMVZSgLyiDMO7KJKKNlFboF_N_ouQ=w80-h106-k-no
https://www.google.com/maps/place/%E7%84%A1%E5%90%8D%E8%BB%92%E5%B0%8F%E7%B1%A0%E5%8C%85/data=!4m7!3m6!1s0x346e7a582bb403e1:0xd9c9eb2b8a3ba065!8m2!3d23.0787295!4d120.2948216!16s%2Fg%2F11f_1wwwjd!19sChIJ4QO0K1h6bjQRZaA7iivrydk?authuser=0&hl=zh-TW&rclk=1,無名軒小籠包,4.5,$1-200,餐廳,中興街20號號 No,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzrSXoceEFs1D9fp8cCSkwLcFIaid3HeCirGLwxBMEAKmRjcImugXrJphk5iPTC8cjPXOw6qn9aQchbfFAFhI1ELa-Qv-injQd1fEFuAmGh-n8hf3dNPCGXTX7jmBoW1p-Be2w4=w122-h92-k-no
https://www.google.com/maps/place/%E9%BC%8E%E9%A3%9F%E9%BC%8E%E7%9B%9B%E5%A4%A7%E7%9C%BE%E9%8D%8B%E7%89%A9%E6%96%99%E4%BA%AD/data=!4m7!3m6!1s0x346e7b2e7f41e4c1:0x2a6a1fbe2861e6b1!8m2!3d23.0850603!4d120.2951473!16s%2Fg%2F11gjxs1vg2!19sChIJweRBfy57bjQRseZhKL4faio?authuser=0&hl=zh-TW&rclk=1,鼎食鼎盛大眾鍋物料亭,4.1,$200-400,餐廳,復興路213號,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwZMy9nPFRHZ73O221S3hOwwD_m7UACvKocgXvtgyYtNtopKj8eQjLyDeUumLAH6EnvidKR08HnTlwjC3kWjC8HHmxlnDXS_kcH-VCFBBRpRwgW4kz-ntGnRLoYlAvTWHPN7po5=w122-h92-k-no
https://www.google.com/maps/place/%E8%80%81%E9%99%B3%E7%89%9B%E8%82%89%E9%BA%B5%E6%96%B0%E5%B8%82%E5%BA%97/data=!4m7!3m6!1s0x346e7bb02306bab9:0xf3918373960ab03d!8m2!3d23.0776087!4d120.2888508!16s%2Fg%2F11fvpzpnn_!19sChIJuboGI7B7bjQRPbAKlnODkfM?authuser=0&hl=zh-TW&rclk=1,老陳牛肉麵新市店,4.4,$1-200,中式麵食,·,https://lh3.googleusercontent.com/p/AF1QipN_NfcvFwzZmzFb5W10XhfNowepTwyJsiE6YpDt=w92-h92-k-no
https://www.google.com/maps/place/%E7%95%AA+%E5%A4%A7%E7%9C%BE%E9%85%92%E5%A0%B4/data=!4m7!3m6!1s0x346e7af8db123ed9:0x1fa70d6c0169d2ca!8m2!3d23.0813874!4d120.2985666!16s%2Fg%2F11b7yc93g2!19sChIJ2T4S2_h6bjQRytJpAWwNpx8?authuser=0&hl=zh-TW&rclk=1,番 大眾酒場,4.3,$400-600,居酒屋,民族路138號,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy-LnsbhByGmKKuWaaUvAegp9u5-R4WCwDBREno3J4zPWGx0888TbtbJwtg9iA_MtIuE5s5Tqetis-HpqT7YQU4Dub59Ij5yz6R12E3TskC3p9M-dYzw3Nert_5TrY1CEQ7JtVjMQ=w122-h92-k-no
https://www.google.com/maps/place/-One+day-/data=!4m7!3m6!1s0x346e7a435f2d97eb:0x4b1b562e83f7e7a8!8m2!3d23.0754132!4d120.2848777!16s%2Fg%2F11ckvf57b_!19sChIJ65ctX0N6bjQRqOf3gy5WG0s?authuser=0&hl=zh-TW&rclk=1,-One day-,3.9,$1-200,早餐,·,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx0iLoO584Qqe2q6QJ1x19lWMfSDNrueuT0jxm9Vgw5R62Rszwgck-HQ_Z6gDRNb0rzdbMZocQH8el0s10otxKfFBELvnamO_Cgs_BF_taH2PabuWq3AqEn66bK0lUSSRMRc5U=w122-h92-k-no
https://www.google.com/maps/place/%E6%B3%B0%E5%A6%83%E5%A8%98%E5%A8%98%E6%B3%B0%E5%BC%8F%E6%96%99%E7%90%86%E9%A4%90%E5%BB%B3-%E5%8F%B0%E5%8D%97%E7%BE%8E%E9%A3%9F-restaurants/data=!4m7!3m6!1s0x346e7b003f27ace7:0x1d961dd11479689e!8m2!3d23.0772359!4d120.2948994!16s%2Fg%2F11yj7h9cbb!19sChIJ56wnPwB7bjQRnmh5FNEdlh0?authuser=0&hl=zh-TW&rclk=1,泰妃娘娘泰式料理餐廳-台南美食-restaurants,4.9,$200-400,泰國菜,華興街28號,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzlQXJN6_O2f6eS_6RNVaGmGhXCI1GSFn2pqXBgs7KJV5e436FolqMQejYAquI7kBqwFOfEPCpywGg0zbAsYvXRZOxOAS05gz2Y9R7su-3z_0rs1-Lm-W41FCP8lrnu-476vpiyuPkHBkqz=w122-h92-k-no
https://www.google.com/maps/place/%E9%AE%A8%E6%9C%AC%E5%91%B3+%E5%8F%B0%E5%8D%97%E7%84%A1%E8%8F%9C%E5%96%AE%E6%96%99%E7%90%86+%E6%9D%BF%E5%89%8D%E5%89%B2%E7%83%B9%E6%96%99%E7%90%86+%E5%8F%B0%E5%8D%97%E5%8D%97%E7%A7%91/data=!4m7!3m6!1s0x346e7a50a3666fe5:0xbfecb0a4c51b0e43!8m2!3d23.0804654!4d120.2905253!16s%2Fg%2F11g079qd0k!19sChIJ5W9mo1B6bjQRQw4bxaSw7L8?authuser=0&hl=zh-TW&rclk=1,鮨本味 台南無菜單料理 板前割烹料理 台南南科,4.8,"超過 $2,000",正宗日式料理,·,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwdNDNFSxj-10F_GTe8n_cnCSq8h-OIPkFPH_6d_hy7gY8dHMP9FsJmR3zfr0HvEpDJ_adWBXGi6_1pOdlAOkH_47VT2HQH59zhDTxMstO0z_-q3nXlg9DLVBrWRqDlTcchnSlA=w137-h92-k-no
https://www.google.com/maps/place/%E7%9B%AE%E9%8F%A1%E9%99%B3%E9%BB%9E%E5%BF%83%E6%94%A4/data=!4m7!3m6!1s0x346e7a597f517fb1:0xb1e2760258d321c3!8m2!3d23.0766996!4d120.2926431!16s%2Fg%2F1wc2z_50!19sChIJsX9Rf1l6bjQRwyHTWAJ24rE?authuser=0&hl=zh-TW&rclk=1,目鏡陳點心攤,3.9,$1-200,台灣菜,·,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzwkr6EZo2ndLbdJZcyqPgHSKXXYpun22Z1dYpXxcKMMr9cWNEU5b4OAA9aulHocGxQoySle-T549QMwo2SCefLY3le4B395e39WRVElmaHGF24oow4CIdze6UHI6T7SbYsAlbq=w122-h92-k-no
https://www.google.com/maps/place/666skr%E5%8C%A0%E5%91%B3%E9%8D%8B%E7%87%92/data=!4m7!3m6!1s0x346e7bd2f80fa67f:0xa3ea3732d7c6e3d8!8m2!3d23.0793225!4d120.2938697!16s%2Fg%2F11h4zn6m6l!19sChIJf6YP-NJ7bjQR2OPG1zI36qM?authuser=0&hl=zh-TW&rclk=1,666skr匠味鍋燒,4.7,$1-200,中國菜,中正路372-5號,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz3wnyCDrjBzoa8VraREhQntLf-EA7dlh_jTQb5sl93FQJMWwmEdc0ICD4M2rfW9bd933GzFhbP8PLh83Lbz5krSGdalIafb4paE6Akkoaea9oIBYz59q7xBneFepaDpZVdWCFjMQ=w122-h92-k-no
https://www.google.com/maps/place/%E6%96%B0%E5%B8%82%E4%BA%94%E5%85%A9%E5%8D%8A%E8%96%91%E6%AF%8D%E9%B4%A8/data=!4m7!3m6!1s0x346e7afbe1974f97:0x65ea530f74da0f76!8m2!3d23.0813652!4d120.3032859!16s%2Fg%2F11f6kdp5fl!19sChIJl0-X4ft6bjQRdg_adA9T6mU?authuser=0&hl=zh-TW&rclk=1,新市五兩半薑母鴨,4.7,$200-400,火鍋,台南市新市區中山路22號,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxCPQnyLLQguzzHo0eA5khT_PImdqmdchaPJQCctje5gKBtWR1Qe7c9tdkFGlbEMRa82lHrPUONN3nNc35Ez4oWYAHfhK_QJ_REcC6mEIUq_F1_YzKRUgCmk07I9Lzs_4fwvRYq=w80-h106-k-no
https://www.google.com/maps/place/%E9%AE%AE%E4%BE%86%E7%B2%A5/data=!4m7!3m6!1s0x346e7b8e4c6896e9:0xafa7fca797b8cede!8m2!3d23.0687871!4d120.2913256!16s%2Fg%2F11t1czf8n6!19sChIJ6ZZoTI57bjQR3s64l6f8p68?authuser=0&hl=zh-TW&rclk=1,鮮來粥,4,$1-200,中國菜,仁愛街13號,https://lh3.googleusercontent.com/gps-proxy/ALd4DhGZQHi87YQJrmNBh8FsHmPI_zhAffdUqFv3e_Xsz4k1SLaRzVb8K7AfW4_Oc52WdqosKiMytJle9qnq5LOn9_ZqhjhoDcfc3X7_BNh_9JjrdvjYJynWzoNfd1hTnbFDBGpTxo0qHEOrMnIO1CTvwPW5jBZeKIKX5RNWtNkxH09VJvpQFQWiMGH0EA=w125-h92-k-no
https://www.google.com/maps/place/%E6%B3%B0%E5%9C%8B%E9%A4%90%E5%BB%B3+%28%E0%B8%AD%E0%B8%B2%E0%B8%99%E0%B9%89%E0%B8%AD%E0%B8%A2%E0%B8%84%E0%B8%B2%E0%B8%A3%E0%B8%B2%E0%B9%82%E0%B8%AD%E0%B9%80%E0%B8%81%E0%B8%B0%29/data=!4m7!3m6!1s0x346e7bced86a1657:0x77b8ea6eaf61e5ae!8m2!3d23.0691992!4d120.2916319!16s%2Fg%2F11tf2qsl8_!19sChIJVxZq2M57bjQRruVhr27quHc?authuser=0&hl=zh-TW&rclk=1,泰國餐廳 (อาน้อยคาราโอเกะ),4.8,$1-200,泰國菜,仁愛街23號,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwMVMogYF9DVB7GP6t5EJ4ZraErcxXbH0yk-GR53SNG3albStDP1SrEUDFjoR1GMrqkjKJ8pH1AQ9E3VVmiWBwaPwr69KM_eLuNMN3ynSm5Hi9YVqHCE48YRxCBJJpQ2L1Pkk9V=w122-h92-k-no
https://www.google.com/maps/place/%E5%B7%9D%E9%86%89%E6%B9%98-%E5%8F%B0%E5%8D%97%E6%96%B0%E5%B8%82%E5%BA%97%28%E7%95%B6%E6%97%A5%E5%94%AE%E5%AE%8C%E7%82%BA%E6%AD%A2%29/data=!4m7!3m6!1s0x346e7b7d953565dd:0xe2d77db4e1b9762!8m2!3d23.0770487!4d120.2950953!16s%2Fg%2F11syz2jbrf!19sChIJ3WU1lX17bjQRYpcbTtt3LQ4?authuser=0&hl=zh-TW&rclk=1,川醉湘-台南新市店(當日售完為止),4.4,$1-200,中菜館,華興街17號,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSykIGc4Rona05X3aHilpWnFvmLAru7R4wYVaO5zMcKmtcj8Fu7rAvihEiJYF8pH_Xvq84jDyoams2RtnzBq3qhgVF49s8i6A4sfKZDNg5k-eKb4HSgov4EQ4MpJhYkim-sxs5Q-=w80-h106-k-no
https://www.google.com/maps/place/%E9%80%B2%E7%A6%8F%E7%82%92%E9%B1%94%E9%AD%9A%E5%B0%88%E5%AE%B6/data=!4m7!3m6!1s0x346e7b83b2149b7f:0x21890da4d719b32b!8m2!3d23.075924!4d120.2917208!16s%2Fg%2F11h0w9phh!19sChIJf5sUsoN7bjQRK7MZ16QNiSE?authuser=0&hl=zh-TW&rclk=1,進福炒鱔魚專家,4.3,$1-200,魚料理餐廳,中正路230號,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxxIFUzNSbzGO_ICnXbBg8SosXoM8RY0zqXZFZCbX0F4yTPpXCMZp-1KyfsoIKD--7-gCPT3eM3tey9VaVW6rUH52DVtJr6LNxCjsLkZcy0Yh3wOf390gCHAKmYZeZroJV7mVXs=w80-h106-k-no
https://www.google.com/maps/place/%E5%81%A5%E5%BA%B7%E5%B0%8F%E9%A4%A8/data=!4m7!3m6!1s0x346e7b1caab6ef0d:0x9d9a2fc31bd2e3f9!8m2!3d23.0918469!4d120.3090281!16s%2Fg%2F11f5d5wynn!19sChIJDe-2qhx7bjQR-ePSG8Mvmp0?authuser=0&hl=zh-TW&rclk=1,健康小館,4.5,$1-200,餐廳,130-6號,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxLia3ZYGHIgEZHqvJWEZDYYqddbHgjS-HRdq7FReUmTmimKp85Gn5oI7siO7MMC_l1RswtrCnFGn3LCTzI1Q1HDAPd-8VAIhqhRwqvXZpkH01jbvwitOlqe5nbyDMFL3kVhoC7EQ=w122-h92-k-no
https://www.google.com/maps/place/%E4%BA%AB%E9%8D%8B%E7%87%92/data=!4m7!3m6!1s0x346e7b82ae362577:0x81a1d149a5749893!8m2!3d23.073978!4d120.292525!16s%2Fg%2F11g3ym7996!19sChIJdyU2roJ7bjQRk5h0pUnRoYE?authuser=0&hl=zh-TW&rclk=1,享鍋燒,4.5,$1-200,餐廳,銘傳街17號,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzFItAkpTI4v4_zdiBfzkLyIzosY5xkC_K6rUid_D68W09fKIMSfnVscJzmwcPmXqrCNkEK_5iECj1ru-B3P-4rvqDGqJgsCHymNsLKefMQLTx9Gobmbuy8AHh616dpx02aHeyqwQ=w122-h92-k-no
